#Operon 	Genes in Operon
690 	[('16080709', 3760694, 3761185, '+', 'ywnH'), ('16080710', 3761182, 3761700, '+', 'ywnG')]
691 	[('16080717', 3766714, 3768423, '-', 'ureC'), ('16080718', 3768420, 3768794, '-', 'ureB'), ('16080719', 3768791, 3769108, '-', 'ureA')]
692 	[('16080723', 3772325, 3773350, '-', 'moaA'), ('16080724', 3773366, 3774154, '-', 'fdhD')]
693 	[('16080729', 3777949, 3779259, '-', 'murAA'), ('16080730', 3779293, 3780033, '-', 'ywmB')]
694 	[('16080733', 3781069, 3781467, '-', 'atpC'), ('16080734', 3781491, 3782912, '-', 'atpD'), ('16080735', 3782938, 3783801, '-', 'atpG')]
695 	[('16080736', 3783878, 3785386, '-', 'atpA'), ('16080737', 3785403, 3785948, '-', 'atpH'), ('16080738', 3785945, 3786457, '-', 'atpF')]
696 	[('16080739', 3786620, 3786832, '-', 'atpE'), ('16080740', 3786878, 3787612, '-', 'atpB'), ('16080741', 3787620, 3788003, '-', 'atpI')]
697 	[('16080744', 3790644, 3791186, '-', 'ywlG'), ('16080745', 3791199, 3791648, '-', 'ywlF')]
698 	[('16080753', 3796217, 3797083, '-', 'prmC'), ('16080754', 3797085, 3798155, '-', 'prfA')]
699 	[('16080762', 3805090, 3806055, '-', 'glpX'), ('255767788', 3806086, 3807375, '-', 'murAB')]
700 	[('16080770', 3813246, 3814385, '-', 'acdA'), ('16080771', 3814382, 3816499, '-', 'fadF')]
701 	[('16080772', 3816654, 3817850, '+', 'clsB'), ('16080773', 3817863, 3818825, '+', 'uvsE')]
702 	[('16080775', 3819220, 3819744, '-', 'ywjB'), ('16080776', 3819754, 3821481, '-', 'ywjA')]
703 	[('16080778', 3823558, 3824229, '-', 'narI'), ('16080779', 3824226, 3824780, '-', 'narJ'), ('16080780', 3824806, 3826269, '-', 'narH'), ('255767790', 3826259, 3829945, '-', 'narG')]
704 	[('16080786', 3833650, 3835320, '-', 'argS'), ('16080787', 3835317, 3835745, '-', 'ywiB')]
705 	[('16080788', 3836058, 3836189, '+', 'sboA'), ('50812300', 3836146, 3836298, '+', 'sboX'), ('16080789', 3836323, 3837669, '+', 'albA'), ('16080790', 3837682, 3837843, '+', 'albB'), ('16080791', 3837840, 3838559, '+', 'albC'), ('16080792', 3838552, 3839862, '+', 'albD'), ('16080793', 3839852, 3841012, '+', 'albE'), ('16080794', 3841017, 3842297, '+', 'albF'), ('16080795', 3842294, 3842995, '+', 'albG')]
706 	[('16080796', 3843001, 3844377, '-', 'ywhL'), ('16080797', 3844416, 3845771, '-', 'ywhK')]
707 	[('16080798', 3846001, 3847146, '+', 'rapF'), ('16080799', 3847130, 3847249, '+', 'phrF')]
708 	[('16080804', 3852186, 3852704, '-', 'ywhD'), ('16080805', 3852718, 3853377, '-', 'ywhC')]
709 	[('16080809', 3857017, 3858417, '-', 'mmr'), ('16080810', 3858417, 3858887, '-', 'ywgB')]
710 	[('16080811', 3858999, 3859499, '-', 'ywgA'), ('16080812', 3859535, 3860836, '-', 'ywfO')]
711 	[('16080816', 3863415, 3864260, '-', 'ywfL'), ('16080817', 3864309, 3865208, '-', 'cysL')]
712 	[('16080821', 3868287, 3869486, '-', 'ywfG'), ('16080822', 3869487, 3870671, '-', 'bacE'), ('16080823', 3870668, 3872086, '-', 'bacD'), ('16080824', 3872105, 3872872, '-', 'bacC'), ('16080825', 3872869, 3873576, '-', 'bacB'), ('16080826', 3873566, 3874180, '-', 'bacA')]
713 	[('16080828', 3875780, 3877192, '-', 'rocC'), ('16080829', 3877192, 3878892, '-', 'rocB')]
714 	[('50812301', 3882979, 3883434, '-', 'spsL'), ('255767795', 3883427, 3884278, '-', 'spsK'), ('16080834', 3884292, 3885239, '-', 'spsJ'), ('16080835', 3885239, 3885979, '-', 'spsI'), ('16080836', 3886004, 3887023, '-', 'spsG'), ('255767796', 3887026, 3887748, '-', 'spsF'), ('16080838', 3887741, 3888862, '-', 'spsE'), ('16080839', 3888862, 3889731, '-', 'spsD'), ('16080840', 3889732, 3890901, '-', 'spsC'), ('255767797', 3890922, 3892346, '-', 'spsB'), ('16080842', 3892351, 3893121, '-', 'spsA')]
715 	[('255767799', 3894463, 3895785, '-', 'ywdJ'), ('255767800', 3895805, 3896161, '-', 'ywdI')]
716 	[('16080848', 3897685, 3898362, '-', 'ung'), ('16080849', 3898376, 3899182, '-', 'ywdF')]
717 	[('16080850', 3899272, 3899805, '-', 'ywdE'), ('255767802', 3899853, 3900488, '-', 'ywdD'), ('255767803', 3900481, 3900819, '-', 'ywzG')]
718 	[('255767804', 3902210, 3903649, '-', 'sacA'), ('255767805', 3903646, 3905031, '-', 'sacP')]
719 	[('16080858', 3906142, 3906972, '-', 'sacT'), ('255767806', 3907012, 3907314, '-', 'ywcI')]
720 	[('16080865', 3914315, 3914689, '-', 'qoxD'), ('16080866', 3914691, 3915305, '-', 'qoxC'), ('16080867', 3915319, 3917268, '-', 'qoxB'), ('255767807', 3917296, 3918261, '-', 'qoxA')]
721 	[('255767809', 3919093, 3920634, '-', 'galT'), ('16080871', 3920638, 3921810, '-', 'galK')]
722 	[('16080872', 3921891, 3922274, '-', 'ywcD'), ('255767810', 3922292, 3922963, '-', 'ywcC')]
723 	[('16080874', 3923920, 3924228, '+', 'ywcB'), ('255767812', 3924225, 3925766, '+', 'ywcA')]
724 	[('16080877', 3926682, 3927932, '-', 'efeN'), ('16080878', 3927951, 3929108, '-', 'efeM'), ('255767813', 3929105, 3930550, '-', 'efeU')]
725 	[('16080880', 3930707, 3931375, '-', 'thiE'), ('16080881', 3931372, 3932190, '-', 'thiM'), ('16080882', 3932198, 3933103, '-', 'ywbI')]
726 	[('16080883', 3933209, 3933595, '+', 'ywbH'), ('255767814', 3933577, 3934254, '+', 'lrgB')]
727 	[('16080885', 3934358, 3935557, '+', 'ywbF'), ('16080886', 3935591, 3935788, '+', 'ywbE')]
728 	[('255767815', 3952108, 3952257, '+', 'ywzH'), ('16080901', 3952275, 3953786, '+', 'dltA'), ('16080902', 3953783, 3954970, '+', 'dltB'), ('16080903', 3954987, 3955223, '+', 'dltC'), ('16080904', 3955223, 3956401, '+', 'dltD')]
729 	[('16080907', 3958516, 3959844, '-', 'licH'), ('16080908', 3959841, 3960173, '-', 'licA'), ('16080909', 3960192, 3961550, '-', 'licC'), ('16080910', 3961566, 3961874, '-', 'licB')]
730 	[('16080912', 3964091, 3964249, '-', 'yxzF'), ('16080913', 3964278, 3964868, '-', 'yxlJ')]
731 	[('255767818', 3967944, 3968720, '-', 'yxlG'), ('16080917', 3968717, 3969604, '-', 'yxlF'), ('16080918', 3969611, 3969799, '-', 'yxlE'), ('16080919', 3969796, 3970002, '-', 'yxlD'), ('16080920', 3969999, 3970319, '-', 'yxlC'), ('16080921', 3970312, 3970848, '-', 'sigY')]
732 	[('16080924', 3973364, 3975091, '-', 'cydD'), ('16080925', 3975088, 3976791, '-', 'cydC'), ('16080926', 3976791, 3977807, '-', 'cydB'), ('16080927', 3977791, 3979197, '-', 'cydA')]
733 	[('16080940', 3992671, 3993144, '+', 'yxjN'), ('16080941', 3993162, 3994382, '+', 'yxjM'), ('16080942', 3994369, 3995025, '+', 'yxjL')]
734 	[('255767821', 4000539, 4001312, '-', 'yxjF'), ('16080949', 4001329, 4001979, '-', 'scoB'), ('16080950', 4001976, 4002692, '-', 'scoA'), ('255767822', 4002716, 4004134, '-', 'yxjC')]
735 	[('255767830', 4019005, 4019136, '-', 'yxzJ'), ('16080965', 4019148, 4019609, '-', 'yxiK'), ('16080966', 4019625, 4019921, '-', 'yxiJ'), ('16080967', 4019949, 4020437, '-', 'yxiI'), ('16080968', 4020455, 4020907, '-', 'yxzG')]
736 	[('16080971', 4021896, 4022264, '-', 'yxzC'), ('16080972', 4022258, 4022728, '-', 'yxiF')]
737 	[('50812306', 4032346, 4033755, '-', 'bglH'), ('255767832', 4033778, 4035607, '-', 'bglP')]
738 	[('16080979', 4035990, 4036298, '-', 'yxxE'), ('16080980', 4036344, 4036787, '-', 'yxxD'), ('255767833', 4036784, 4038493, '-', 'yxiD'), ('16080982', 4038513, 4038782, '-', 'yxiC'), ('16080983', 4038794, 4039159, '-', 'yxiB')]
739 	[('16080986', 4042051, 4043577, '+', 'hutH'), ('16080987', 4043574, 4045232, '+', 'hutU'), ('16080988', 4045245, 4046510, '+', 'hutI'), ('16080989', 4046503, 4047462, '+', 'hutG')]
740 	[('50812307', 4049009, 4050310, '-', 'pdp'), ('255767837', 4050340, 4051521, '-', 'nupC')]
741 	[('255767840', 4055536, 4056873, '-', 'yxeQ'), ('255767841', 4056870, 4058012, '-', 'yxeP'), ('16080999', 4058029, 4058778, '-', 'yxeO'), ('16081000', 4058791, 4059465, '-', 'yxeN'), ('16081001', 4059488, 4060282, '-', 'yxeM'), ('255767842', 4060307, 4060804, '-', 'yxeL'), ('16081003', 4060818, 4062143, '-', 'yxeK')]
742 	[('255767843', 4062329, 4062556, '-', 'yxeJ'), ('255767844', 4062543, 4063529, '-', 'yxeI')]
743 	[('16081006', 4063684, 4064496, '-', 'yxeH'), ('16081007', 4064536, 4065093, '-', 'yxeG'), ('16081008', 4065074, 4065508, '-', 'yxeF')]
744 	[('16081013', 4068189, 4068536, '-', 'yxeA'), ('255767848', 4068550, 4070418, '-', 'yxdM'), ('255767849', 4070393, 4071166, '-', 'yxdL')]
745 	[('16081016', 4071310, 4072287, '-', 'yxdK'), ('16081017', 4072284, 4072973, '-', 'yxdJ')]
746 	[('16081018', 4073081, 4073953, '-', 'iolJ'), ('16081019', 4073974, 4074810, '-', 'iolI')]
747 	[('16081020', 4074896, 4075765, '-', 'iolH'), ('255767850', 4075785, 4076819, '-', 'iolG'), ('255767851', 4076842, 4078158, '-', 'iolF'), ('16081023', 4078173, 4079066, '-', 'iolE'), ('255767852', 4079083, 4080996, '-', 'iolD'), ('16081025', 4081029, 4082006, '-', 'iolC'), ('255767853', 4082030, 4082845, '-', 'iolB')]
748 	[('16081030', 4086802, 4087452, '+', 'yxcE'), ('16081031', 4087456, 4087764, '+', 'yxcD')]
749 	[('16081040', 4097416, 4098150, '+', 'yxbB'), ('16081041', 4098150, 4098419, '+', 'aslA'), ('16081042', 4098423, 4098905, '+', 'yxnB'), ('255767856', 4098926, 4101169, '+', 'asnH'), ('255767857', 4101166, 4102365, '+', 'yxaM')]
750 	[('255767862', 4109843, 4110247, '+', 'yxzK'), ('255767863', 4110217, 4110909, '+', 'yxaC')]
751 	[('16081057', 4113417, 4114148, '+', 'gntR'), ('16081058', 4114141, 4115682, '+', 'gntK'), ('16081059', 4115711, 4117057, '+', 'gntP'), ('16081060', 4117080, 4118486, '+', 'gntZ')]
752 	[('16081061', 4118950, 4119513, '+', 'ahpC'), ('16081062', 4119527, 4121056, '+', 'ahpF')]
753 	[('16081063', 4121166, 4122605, '-', 'bglA'), ('16081064', 4122619, 4122849, '-', 'yyzE')]
754 	[('16081065', 4123193, 4123903, '+', 'yydK'), ('255767866', 4123931, 4124089, '+', 'yyzN')]
755 	[('16081066', 4124220, 4124942, '-', 'yydJ'), ('16081067', 4124963, 4125592, '-', 'yydI')]
756 	[('255767867', 4125742, 4126500, '-', 'yydH'), ('16081069', 4126481, 4127440, '-', 'yydG')]
757 	[('16081072', 4130578, 4132338, '-', 'yydD'), ('16081073', 4132338, 4132736, '-', 'yydC'), ('16081074', 4132729, 4134174, '-', 'yydB')]
758 	[('16081078', 4137362, 4137610, '-', 'yycQ'), ('255767870', 4137626, 4138789, '-', 'yycP'), ('16081080', 4138800, 4139537, '-', 'yycO')]
759 	[('16081082', 4140260, 4141357, '+', 'rapG'), ('16081083', 4141358, 4141474, '+', 'phrG')]
760 	[('255767871', 4148851, 4149645, '-', 'yycJ'), ('16081090', 4149667, 4150509, '-', 'yycI'), ('16081091', 4150496, 4151863, '-', 'walH'), ('16081092', 4151853, 4153688, '-', 'walK'), ('16081093', 4153696, 4154403, '-', 'walR')]
761 	[('16081102', 4163197, 4163646, '-', 'rplI'), ('16081103', 4163643, 4165622, '-', 'yybT'), ('16081104', 4165659, 4166588, '-', 'yybS')]
762 	[('16081111', 4173665, 4174420, '+', 'yybM'), ('16081112', 4174410, 4175120, '+', 'yybL'), ('16081113', 4175117, 4175872, '+', 'yybK'), ('16081114', 4175869, 4176525, '+', 'yybJ')]
763 	[('255767875', 4180564, 4181442, '+', 'yybE'), ('16081120', 4181456, 4181899, '+', 'yybD')]
764 	[('16081124', 4184017, 4184463, '+', 'yyaT'), ('16081125', 4184460, 4185065, '+', 'yyaS')]
765 	[('16081129', 4187681, 4189057, '-', 'tetB'), ('16081130', 4189091, 4189153, '-', 'tetL')]
766 	[('16081132', 4189796, 4190212, '+', 'yyaN'), ('16081133', 4190209, 4191126, '+', 'yyaM')]
767 	[('16081137', 4195778, 4196332, '-', 'maa'), ('16081138', 4196350, 4196730, '-', 'yyaH')]
768 	[('50812313', 4198603, 4198842, '-', 'rpsR'), ('16081142', 4198886, 4199404, '-', 'ssbA'), ('16081143', 4199445, 4199732, '-', 'rpsF')]
769 	[('16081148', 4205556, 4206404, '-', 'parB'), ('16081149', 4206397, 4207158, '-', 'parA')]
770 	[('16081152', 4208870, 4209589, '-', 'gidB'), ('16081153', 4209603, 4211489, '-', 'gidA'), ('16081154', 4211510, 4212889, '-', 'trmE')]
771 	[('16081155', 4213200, 4213826, '-', 'jag'), ('16081156', 4213823, 4214608, '-', 'spoIIIJ')]
