Symbol	Degree	Clustering Coefficient
At3g53870	1	0.0
At3g62870	1	0.0
At4g24110	1	0.0
At4g24690	2	1.0
At4g36130	1	0.0
At5g02490	1	0.0
At5g03340	1	0.0
At5g04120	1	0.0
At5g35530	1	0.0
At5g35680	1	0.0
At5g46630	1	0.0
At5g60390	1	0.0
Atf2	2	1.0
Atf4	1	0.0
Atf7ip	4	1.0
Atg16l1	2	0.0
Atm	7	0.285714285714
Atp1a1	2	0.0
Atp1b1	1	0.0
Atp5c1	1	0.0
Atp5f1	1	0.0
Atp5h	1	0.0
Atp6v0a1	1	0.0
Atp6v0d1	1	0.0
Atp6v1a	1	0.0
Atp6v1b2	1	0.0
Atr	2	0.0
Atxn3	1	0.0
Aurka	1	0.0
Aurkb	8	0.107142857143
Aven	1	0.0
Axin1	6	0.466666666667
Azi1	4	0.333333333333
B2M	9	0.222222222222
B3GALNT2	1	0.0
B3GALT1	1	0.0
B3GALT4	2	0.0
B3GALT6	1	0.0
B3GAT3	2	0.0
B3GNT1	1	0.0
B3GNT2	1	0.0
B3GNTL1	1	0.0
B4GALNT1	3	0.0
B4GALT1	4	0.166666666667
B4GALT3	2	0.0
B4GALT5	1	0.0
B4galt1	1	0.0
B7H6	1	0.0
B9D1	1	0.0
BAALC	1	0.0
BAAT	1	0.0
BABAM1	46	0.0676532769556
BACE1	4	0.333333333333
BACE2	3	0.666666666667
BACH1	24	0.225108225108
BACH2	6	0.266666666667
BAD	22	0.0952380952381
BAG1	20	0.3
BAG2	15	0.282051282051
BAG3	18	0.130718954248
BAG4	7	0.380952380952
BAG5	7	0.571428571429
BAG6	80	0.0300632911392
BAG7	1	0.0
BAHCC1	1	0.0
BAHD1	8	0.0357142857143
BAI1	5	0.0
BAI2	2	0.0
BAIAP2	16	0.15
BAIAP2L1	9	0.305555555556
BAIAP2L2	1	0.0
BAIAP3	1	0.0
BAK1	21	0.152046783626
BAK1P1	1	0.0
BAMBI	3	0.333333333333
BANF1	53	0.0862745098039
BANK1	3	0.0
BANP	8	0.464285714286
BAP1	33	0.0681818181818
BARD1	53	0.152941176471
BARHL1	3	0.333333333333
BARX1	2	0.0
BARX2	1	0.0
BASP1	2	1.0
BATF	5	0.0
BATF2	1	0.0
BATF3	1	0.0
BAX	30	0.124338624339
BAZ1A	14	0.472527472527
BAZ1B	42	0.235772357724
BAZ2A	10	0.511111111111
BAZ2B	1	0.0
BBC3	3	0.666666666667
BBOX1	1	0.0
BBS1	4	0.666666666667
BBS10	13	0.141025641026
BBS2	2	1.0
BBS4	3	0.666666666667
BBS7	1	0.0
BBX	2	0.0
BCAM	2	1.0
BCAN	8	0.0
BCAP29	2	1.0
BCAP31	15	0.205128205128
BCAR1	49	0.136904761905
BCAR3	6	0.0666666666667
BCAS1	4	0.0
BCAS2	7	0.619047619048
BCAS3	1	0.0
BCAS4	1	0.0
BCAT1	1	0.0
BCAT2	3	0.0
BCAT4	1	0.0
BCCIP	16	0.216666666667
BCDIN3D	1	0.0
BCHE	3	0.0
BCKDHA	1	0.0
BCKDK	9	0.138888888889
BCL10	29	0.128205128205
BCL11A	10	0.466666666667
BCL11B	15	0.542857142857
BCL2	69	0.0609548167093
BCL2A1	12	0.0151515151515
BCL2L1	65	0.0620192307692
BCL2L10	6	0.666666666667
BCL2L11	18	0.137254901961
BCL2L12	2	1.0
BCL2L13	2	1.0
BCL2L14	1	0.0
BCL2L2	12	0.030303030303
BCL3	40	0.212820512821
BCL6	86	0.0525307797538
BCL6B	5	0.6
BCL7A	6	0.666666666667
BCL7B	2	0.0
BCL7C	16	0.538461538462
BCL9	1	0.0
BCLAF1	15	0.190476190476
BCOR	21	0.315789473684
BCORL1	12	0.363636363636
BCR	36	0.14126984127
BCS1L	3	0.666666666667
BDH2	1	0.0
BDKRB1	1	0.0
BDKRB2	2	0.0
BDNF	2	0.0
BEAN1	1	0.0
BECN1	31	0.100985221675
BEGAIN	24	0.034632034632
BEND3	5	0.1
BEND5	3	0.0
BEND7	6	0.0
BEST1	1	0.0
BET1	5	0.6
BET1L	6	0.533333333333
BET3	1	0.0
BEX1	2	0.0
BEX2	4	0.166666666667
BEX4	1	0.0
BFAR	10	0.155555555556
BFR1	1	0.0
BFSP1	1	0.0
BGN	9	0.0
BHLHA15	1	0.0
BHLHB9	1	0.0
BHLHE40	13	0.320512820513
BHLHE41	9	0.47619047619
BHMT	2	0.0
BICD1	3	0.0
BICD2	12	0.121212121212
BID	38	0.190476190476
BIK	6	0.333333333333
BIN1	28	0.0523076923077
BIN2	1	0.0
BIN3	2	0.0
BIP1	1	0.0
BIP2	1	0.0
BIRC2	54	0.120663650075
BIRC3	33	0.154838709677
BIRC5	27	0.17
BIRC6	9	0.277777777778
BIRC7	14	0.151515151515
BIRC8	12	0.0151515151515
BLID	2	1.0
BLK	8	0.0714285714286
BLM	50	0.187755102041
BLMH	13	0.181818181818
BLNK	29	0.0714285714286
BLOC1S1	12	0.348484848485
BLOC1S2	15	0.228571428571
BLOC1S3	6	0.866666666667
BLVRA	3	1.0
BLVRB	1	0.0
BLZF1	6	0.133333333333
BMF	7	0.142857142857
BMI1	45	0.15503875969
BMP1	3	0.0
BMP2	8	0.107142857143
BMP2K	3	0.333333333333
BMP4	6	0.4
BMP6	4	0.166666666667
BMP7	15	0.205128205128
BMPR1A	27	0.12
BMPR1B	63	0.0229508196721
BMPR2	44	0.0336817653891
BMS1	6	0.466666666667
BMX	10	0.266666666667
BNA1	1	0.0
BNC1	1	0.0
BNC2	2	0.0
BNIP1	7	0.333333333333
BNIP2	11	0.333333333333
BNIP3	10	0.357142857143
BNIP3L	13	0.127272727273
BNIPL	11	0.194444444444
BOC	5	0.5
BOD1	1	0.0
BOD1L	2	1.0
BOK	5	0.4
BOLA1	1	0.0
BOLA2	2	1.0
BOLA2B	1	0.0
BOP1	8	0.321428571429
BORA	8	0.142857142857
BPGM	3	0.666666666667
BPHL	1	0.0
BPIFA1	2	0.0
BPIFB1	1	0.0
BPIFB3	1	0.0
BPNT1	1	0.0
BPTF	14	0.274725274725
BPY2	2	0.0
BRAF	20	0.242105263158
BRAP	5	0.2
BRAT1	2	1.0
BRCA1	205	0.0620884748573
BRCA2	49	0.145408163265
BRCA2(IV)	1	0.0
BRCC3	28	0.243076923077
BRD1	10	0.111111111111
BRD2	11	0.305555555556
BRD3	3	0.0
BRD4	53	0.0965166908563
BRD7	29	0.197044334975
BRD8	16	0.325
BRD9	3	1.0
BRDT	1	0.0
BRE	32	0.189516129032
BRF1	13	0.25641025641
BRF2	28	0.0714285714286
BRI3BP	1	0.0
BRIP1	8	0.607142857143
BRIX1	14	0.164835164835
BRK1	3	0.666666666667
BRLF1	2	1.0
BRMS1	10	0.311111111111
BRMS1L	3	0.666666666667
BROX	1	0.0
BRP44	2	1.0
BRP44L	2	1.0
BRPF1	7	0.333333333333
BRPF3	1	0.0
BRSK1	2	1.0
BRSK2	4	0.5
BRWD1	8	0.464285714286
BRWD3	2	1.0
BSCL2	5	0.2
BSDC1	3	0.333333333333
BSG	18	0.0849673202614
BSN	6	0.266666666667
BST1	2	0.0
BST2	2	1.0
BTAF1	6	0.4
BTBD1	4	0.666666666667
BTBD10	5	0.4
BTBD2	22	0.0692640692641
BTBD3	2	0.0
BTBD7	1	0.0
BTBD8	1	0.0
BTBD9	3	0.666666666667
BTF3	5	0.3
BTF3L4	1	0.0
BTF3P9	1	0.0
BTG1	7	0.047619047619
BTG2	13	0.128205128205
BTG3	3	0.333333333333
BTG4	2	1.0
BTK	30	0.148148148148
BTLA	1	0.0
BTN1A1	1	0.0
BTN2	1	0.0
BTN2A1	1	0.0
BTN2A2	1	0.0
BTN3A1	1	0.0
BTN3A2	1	0.0
BTN3A3	1	0.0
BTNL2	1	0.0
BTRC	101	0.0614306328592
BUB1	27	0.303333333333
BUB1B	40	0.220483641536
BUB3	16	0.333333333333
BUD13	1	0.0
BUD31	1	0.0
BYSL	7	0.380952380952
BZRAP1	3	0.0
BZW1	11	0.145454545455
BZW2	5	0.3
Bach1	9	0.0833333333333
Bag6	1	0.0
Bak1	1	0.0
Banp	1	0.0
Bap1	4	0.5
Batf3	1	0.0
Baz2a	1	0.0
Bcas1	1	0.0
Bcas2	1	0.0
Bcl10	2	1.0
Bcl2	1	0.0
Bcl2l11	7	0.380952380952
Bcl7b	19	0.508771929825
Bcl9l	1	0.0
Bcor	3	0.0
Bcr	2	0.0
Becn1	2	0.0
Bicd2	1	0.0
Bmi1	10	0.422222222222
Bmpr1a	1	0.0
Bmpr2	2	0.0
Brsk1	1	0.0
Bsdc1	1	0.0
Btbd2	1	0.0
Bub1	16	0.35
Bub1b	27	0.242165242165
Bud13	10	0.0
C10orf10	5	0.3
C10orf116	3	0.666666666667
C10orf118	3	0.333333333333
C10orf12	3	0.666666666667
C10orf137	7	0.238095238095
C10orf2	3	0.0
C10orf26	1	0.0
C10orf32	1	0.0
C10orf35	1	0.0
C10orf46	2	1.0
C10orf54	2	1.0
C10orf58	1	0.0
C10orf62	4	0.166666666667
C10orf76	1	0.0
C10orf82	1	0.0
C10orf88	4	0.5
C10orf90	1	0.0
C11orf1	1	0.0
C11orf10	1	0.0
C11orf16	1	0.0
C11orf2	3	0.666666666667
C11orf30	10	0.311111111111
C11orf41	1	0.0
C11orf46	1	0.0
C11orf48	1	0.0
C11orf49	7	0.238095238095
C11orf51	1	0.0
C11orf54	2	1.0
C11orf58	19	0.0877192982456
C11orf63	1	0.0
C11orf65	1	0.0
C11orf67	1	0.0
C11orf68	5	0.3
C11orf73	1	0.0
C11orf80	1	0.0
C11orf83	1	0.0
C11orf84	1	0.0
C11orf9	1	0.0
C12orf10	3	0.666666666667
C12orf12	3	0.0
C12orf23	1	0.0
C12orf29	1	0.0
C12orf35	2	1.0
C12orf4	1	0.0
C12orf44	34	0.078431372549
C12orf45	2	1.0
C12orf48	1	0.0
C12orf5	2	1.0
C12orf51	1	0.0
C12orf57	1	0.0
C12orf62	3	0.333333333333
C12orf63	1	0.0
C13orf15	2	1.0
C13orf27	1	0.0
C14orf1	61	0.0311475409836
C14orf102	2	1.0
C14orf119	1	0.0
C14orf129	1	0.0
C14orf133	1	0.0
C14orf135	3	0.333333333333
C14orf166	4	0.333333333333
C14orf169	4	0.5
C14orf2	1	0.0
C14orf21	1	0.0
C14orf43	4	0.833333333333
C14orf80	1	0.0
C14orf93	2	1.0
C15orf23	10	0.0666666666667
C15orf24	1	0.0
C15orf29	3	0.333333333333
C15orf38	1	0.0
C15orf39	2	1.0
C15orf40	1	0.0
C15orf41	2	1.0
C15orf42	1	0.0
C15orf44	6	0.666666666667
C15orf55	1	0.0
C15orf58	1	0.0
C15orf63	1	0.0
C16orf13	1	0.0
C16orf42	1	0.0
C16orf45	2	1.0
C16orf48	12	0.0606060606061
C16orf5	1	0.0
C16orf53	10	0.577777777778
C16orf58	1	0.0
C16orf59	3	0.666666666667
C16orf61	2	1.0
C16orf62	1	0.0
C16orf7	1	0.0
C16orf70	2	1.0
C16orf74	2	0.0
C16orf78	1	0.0
C16orf80	3	0.666666666667
C16orf88	1	0.0
C17orf101	1	0.0
C17orf28	5	0.4
C17orf42	2	1.0
C17orf49	3	0.666666666667
C17orf53	1	0.0
C17orf61	2	1.0
C17orf62	1	0.0
C17orf70	9	0.666666666667
C17orf76-AS1	1	0.0
C17orf79	10	0.111111111111
C17orf81	1	0.0
C17orf85	1	0.0
C18orf21	1	0.0
C18orf25	3	1.0
C18orf32	1	0.0
C18orf54	1	0.0
C18orf56	1	0.0
C18orf8	2	1.0
C19orf10	2	1.0
C19orf12	1	0.0
C19orf21	9	0.0
C19orf25	4	0.0
C19orf29	2	0.0
C19orf40	12	0.439393939394
C19orf42	1	0.0
C19orf43	3	1.0
C19orf44	2	1.0
C19orf46	5	0.0
C19orf47	1	0.0
C19orf51	1	0.0
C19orf52	1	0.0
C19orf53	1	0.0
C19orf54	1	0.0
C19orf57	12	0.0
C19orf6	2	1.0
C19orf60	6	0.0
C19orf63	1	0.0
C19orf68	1	0.0
C19orf70	1	0.0
C19orf79	1	0.0
C1D	4	0.333333333333
C1GALT1	2	1.0
C1GALT1C1	3	0.333333333333
C1QA	6	0.133333333333
C1QBP	39	0.0701754385965
C1QTNF1	3	0.0
C1QTNF5	2	0.0
C1R	5	0.666666666667
C1S	4	0.333333333333
C1orf109	2	1.0
C1orf111	1	0.0
C1orf112	1	0.0
C1orf116	1	0.0
C1orf123	2	1.0
C1orf124	5	0.6
C1orf144	1	0.0
C1orf174	4	0.0
C1orf182	1	0.0
C1orf190	10	0.0
C1orf198	1	0.0
C1orf212	1	0.0
C1orf216	5	0.1
C1orf27	1	0.0
C1orf31	2	1.0
C1orf35	3	0.0
C1orf43	1	0.0
C1orf50	1	0.0
C1orf52	2	0.0
C1orf55	2	1.0
C1orf63	1	0.0
C1orf65	9	0.0
C1orf68	2	0.0
C1orf9	1	0.0
C1orf94	4	0.166666666667
C1qbp	1	0.0
C2	1	0.0
C20orf11	4	0.666666666667
C20orf111	1	0.0
C20orf195	4	0.0
C20orf196	1	0.0
C20orf20	42	0.202564102564
C20orf24	22	0.0865800865801
C20orf27	5	0.4
C20orf3	1	0.0
C20orf30	1	0.0
C20orf4	6	0.133333333333
C20orf43	2	1.0
C20orf7	1	0.0
C20orf72	2	1.0
C20orf94	14	0.120879120879
C20orf96	1	0.0
C21orf2	1	0.0
C21orf33	1	0.0
C21orf56	1	0.0
C21orf58	1	0.0
C21orf59	3	0.666666666667
C21orf63	2	1.0
C21orf7	2	0.0
C21orf91	3	0.0
C22orf13	1	0.0
C22orf28	4	0.333333333333
C22orf39	1	0.0
C2CD2	1	0.0
C2CD2L	1	0.0
C2CD3	1	0.0
C2orf18	14	0.0769230769231
C2orf29	2	0.0
C2orf43	1	0.0
C2orf44	15	0.0285714285714
C2orf47	2	0.0
C2orf51	3	0.333333333333
C2orf56	2	0.0
C2orf65	2	0.0
C2orf73	2	0.0
C2orf76	1	0.0
C2orf88	1	0.0
C3	12	0.030303030303
C3orf15	3	0.333333333333
C3orf17	3	0.666666666667
C3orf19	1	0.0
C3orf26	2	1.0
C3orf37	4	0.333333333333
C3orf38	1	0.0
C3orf75	1	0.0
C4A	2	0.0
C4B	1	0.0
C4BPA	1	0.0
C4orf17	4	0.0
C4orf21	1	0.0
C4orf27	2	1.0
C4orf29	1	0.0
C4orf32	1	0.0
C4orf34	1	0.0
C4orf41	5	0.3
C4orf42	1	0.0
C4orf43	4	0.5
C4orf49	1	0.0
C5	6	0.0
C5AR1	3	0.0
C5orf13	3	0.0
C5orf15	1	0.0
C5orf17	1	0.0
C5orf22	3	0.333333333333
C5orf24	1	0.0
C5orf25	6	0.333333333333
C5orf32	1	0.0
C5orf34	1	0.0
C5orf41	1	0.0
C5orf42	3	0.666666666667
C5orf44	4	1.0
C5orf51	1	0.0
C5orf54	6	0.2
C5orf55	2	0.0
C5orf62	1	0.0
C6	1	0.0
C6orf10	1	0.0
C6orf106	1	0.0
C6orf108	3	0.0
C6orf115	1	0.0
C6orf130	1	0.0
C6orf136	2	0.0
C6orf15	3	0.333333333333
C6orf165	4	0.0
C6orf170	1	0.0
C6orf192	1	0.0
C6orf203	1	0.0
C6orf211	2	1.0
C6orf25	2	0.0
C6orf47	3	0.333333333333
C6orf72	1	0.0
C6orf89	1	0.0
C6orf97	1	0.0
C7	3	0.0
C7orf25	16	0.0
C7orf26	6	0.4
C7orf30	2	0.0
C7orf34	1	0.0
C7orf41	1	0.0
C7orf42	1	0.0
C7orf43	3	0.0
C7orf44	3	0.333333333333
C7orf50	6	0.266666666667
C7orf58	1	0.0
C7orf74	1	0.0
C8A	2	0.0
C8B	2	0.0
C8G	1	0.0
C8orf33	33	0.0492424242424
C8orf4	1	0.0
C8orf47	1	0.0
C8orf48	2	0.0
C8orf55	2	0.0
C8orf59	1	0.0
C8orf73	1	0.0
C8orf76	1	0.0
C9	2	0.0
C9orf100	3	0.666666666667
C9orf106	1	0.0
C9orf114	3	0.666666666667
C9orf125	1	0.0
C9orf140	1	0.0
C9orf142	1	0.0
C9orf156	4	0.333333333333
C9orf16	1	0.0
C9orf163	1	0.0
C9orf167	1	0.0
C9orf169	1	0.0
C9orf23	1	0.0
C9orf25	5	0.0
C9orf3	1	0.0
C9orf30	1	0.0
C9orf40	1	0.0
C9orf41	1	0.0
C9orf46	2	0.0
C9orf5	1	0.0
C9orf64	1	0.0
C9orf7	1	0.0
C9orf72	1	0.0
C9orf78	6	0.0666666666667
C9orf80	1	0.0
C9orf82	3	0.0
C9orf86	5	0.0
C9orf89	1	0.0
C9orf9	2	0.0
CA1	1	0.0
CA11	1	0.0
CA12	8	0.266666666667
CA2	9	0.166666666667
CA4	1	0.0
CA5A	1	0.0
CA8	3	0.333333333333
CA9	4	0.5
CAB39	11	0.254545454545
CAB39L	2	0.0
CABIN1	17	0.198529411765
CABLES1	1	0.0
CABLES2	4	0.333333333333
CABP1	7	0.0
CABP2	3	0.0
CABP4	1	0.0
CABP5	2	0.0
CAC2	1	0.0
CACHD1	1	0.0
CACNA1A	92	0.0138557095079
CACNA1B	3	0.666666666667
CACNA1C	11	0.181818181818
CACNA1D	1	0.0
CACNA1E	2	0.0
CACNA1F	1	0.0
CACNA1H	1	0.0
CACNA1S	2	0.0
CACNA2D1	1	0.0
CACNA2D2	1	0.0
CACNB1	2	1.0
CACNB3	1	0.0
CACNB4	4	0.0
CACNG2	6	0.333333333333
CACYBP	11	0.218181818182
CAD	10	0.222222222222
CADM1	3	0.333333333333
CADM3	1	0.0
CADM4	3	0.333333333333
CADPS	1	0.0
CADPS2	9	0.0
CALB1	4	0.0
CALB2	1	0.0
CALCOCO1	14	0.0659340659341
CALCOCO2	61	0.041496201052
CALCR	5	0.1
CALCRL	3	0.0
CALD1	9	0.138888888889
CALM1	167	0.0172426231874
CALM2	15	0.114285714286
CALM3	11	0.163636363636
CALML3	4	0.0
CALML5	5	0.4
CALR	36	0.0809523809524
CALR3	1	0.0
CALU	6	0.0666666666667
CAMK1	7	0.333333333333
CAMK1D	3	0.0
CAMK1G	1	0.0
CAMK2A	26	0.12
CAMK2B	9	0.333333333333
CAMK2D	8	0.214285714286
CAMK2G	11	0.218181818182
CAMK4	4	0.333333333333
CAMKK2	24	0.101449275362
CAMKV	3	0.666666666667
CAMLG	5	0.3
CAMP	1	0.0
CAMSAP1	1	0.0
CAMSAP2	1	0.0
CAMSAP3	1	0.0
CAMTA2	2	0.0
CAND1	21	0.228070175439
CAND2	4	0.5
CANX	31	0.0602150537634
CAP1	10	0.285714285714
CAP2	4	0.666666666667
CAPG	1	0.0
CAPN1	14	0.142857142857
CAPN2	7	0.285714285714
CAPN3	3	0.0
CAPN5	1	0.0
CAPN7	1	0.0
CAPNS1	15	0.142857142857
CAPRIN1	10	0.222222222222
CAPZA1	9	0.166666666667
CAPZA2	6	0.2
CAPZA3	1	0.0
CAPZB	13	0.128205128205
CARD10	3	0.333333333333
CARD11	10	0.355555555556
CARD14	2	0.0
CARD6	5	0.2
CARD8	2	0.0
CARD9	5	0.333333333333
CARHSP1	10	0.2
CARKD	1	0.0
CARM1	42	0.214866434379
CARNS1	1	0.0
CARS	7	0.380952380952
CASC3	2	1.0
CASC4	1	0.0
CASC5	17	0.397058823529
CASK	27	0.128205128205
CASKIN1	1	0.0
CASKIN2	2	1.0
CASP1	17	0.171428571429
CASP10	79	0.0498974709501
CASP12	4	0.0
CASP14	11	0.290909090909
CASP2	25	0.197628458498
CASP3	42	0.0948717948718
CASP4	28	0.037037037037
CASP5	1	0.0
CASP6	12	0.333333333333
CASP7	11	0.454545454545
CASP8	66	0.131944444444
CASP8AP2	12	0.4
CASP9	19	0.19298245614
CASQ2	1	0.0
CASR	7	0.5
CAST	4	0.333333333333
CAT	8	0.333333333333
CAT2	1	0.0
CATSPER1	7	0.142857142857
CATSPERG	1	0.0
CAV1	57	0.0689223057644
CAV2	7	0.47619047619
CAV3	11	0.0727272727273
CB5-B	1	0.0
CB5-E	1	0.0
CBFA2T2	15	0.2
CBFA2T3	15	0.352380952381
CBFB	7	0.333333333333
CBL	121	0.0679390400228
CBLB	23	0.249011857708
CBLC	15	0.180952380952
CBLL1	4	0.333333333333
CBP	1	0.0
CBR1	10	0.177777777778
CBR3	4	0.5
CBR4	1	0.0
CBS	9	0.238095238095
CBWD1	1	0.0
CBWD2	4	0.5
CBWD3	1	0.0
CBWD5	2	1.0
CBWD6	1	0.0
CBWD7	1	0.0
CBX1	45	0.152823920266
CBX2	17	0.4
CBX3	61	0.123319696084
CBX4	36	0.201426024955
CBX5	67	0.134134615385
CBX6	12	0.644444444444
CBX7	12	0.257575757576
CBX8	23	0.271428571429
CBY1	1	0.0
CC2D1A	2	0.0
CC2D2A	1	0.0
CCAR1	9	0.333333333333
CCBL2	2	1.0
CCBP2	7	0.0
CCC2	1	0.0
CCDC101	12	0.181818181818
CCDC104	3	0.333333333333
CCDC106	11	0.0363636363636
CCDC109B	2	1.0
CCDC11	2	0.0
CCDC112	3	0.0
CCDC113	4	0.166666666667
CCDC115	5	0.5
CCDC116	3	0.0
CCDC117	1	0.0
CCDC12	4	0.0
CCDC120	7	0.047619047619
CCDC124	2	1.0
CCDC127	1	0.0
CCDC130	6	0.266666666667
CCDC132	1	0.0
CCDC134	1	0.0
CCDC136	3	0.333333333333
CCDC137	2	0.0
CCDC138	1	0.0
CCDC14	6	0.266666666667
CCDC141	1	0.0
CCDC147	2	1.0
CCDC149	1	0.0
CCDC15	1	0.0
CCDC155	1	0.0
CCDC158	5	0.0
CCDC165	6	0.0666666666667
CCDC168	1	0.0
CCDC17	1	0.0
CCDC19	1	0.0
CCDC22	1	0.0
CCDC23	1	0.0
CCDC24	1	0.0
CCDC25	1	0.0
CCDC28A	1	0.0
CCDC33	19	0.0877192982456
CCDC42	2	0.0
CCDC43	1	0.0
CCDC47	12	0.242424242424
CCDC50	2	1.0
CCDC51	1	0.0
CCDC53	14	0.032967032967
CCDC56	1	0.0
CCDC58	1	0.0
CCDC59	7	0.047619047619
CCDC6	7	0.380952380952
CCDC64B	1	0.0
CCDC67	2	0.0
CCDC69	1	0.0
CCDC7	3	0.333333333333
CCDC71	1	0.0
CCDC75	2	0.0
CCDC77	1	0.0
CCDC8	4	0.666666666667
CCDC82	1	0.0
CCDC85A	3	0.0
CCDC85B	129	0.00593507751938
CCDC85C	1	0.0
CCDC86	3	0.333333333333
CCDC87	5	0.6
CCDC88A	8	0.321428571429
CCDC88B	1	0.0
CCDC88C	2	0.0
CCDC9	1	0.0
CCDC90B	29	0.0
CCDC91	5	0.4
CCDC92	2	0.0
CCDC93	3	0.666666666667
CCDC94	1	0.0
CCDC97	3	0.0
CCDC99	4	0.333333333333
CCHCR1	3	0.333333333333
CCK	3	0.0
CCKAR	1	0.0
CCKBR	1	0.0
CCL11	4	0.0
CCL13	1	0.0
CCL14	3	0.0
CCL17	1	0.0
CCL18	6	0.0
CCL19	3	0.0
CCL2	14	0.272727272727
CCL20	2	0.0
CCL21	4	0.0
CCL22	3	0.0
CCL23	1	0.0
CCL25	1	0.0
CCL3	5	0.0
CCL3L1	3	0.0
CCL4	3	0.0
CCL5	11	0.0545454545455
CCL7	7	0.0
CCL8	2	0.0
CCNA1	45	0.120708748616
CCNA2	47	0.169287696577
CCNB1	58	0.122727272727
CCNB1IP1	3	0.0
CCNB2	7	0.285714285714
CCNB3	1	0.0
CCNC	15	0.514285714286
CCND1	60	0.129943502825
CCND2	15	0.295238095238
CCND3	22	0.0779220779221
CCNDBP1	7	0.238095238095
CCNE1	50	0.130612244898
CCNE2	9	0.361111111111
CCNF	5	0.7
CCNG1	6	0.333333333333
CCNG2	3	0.666666666667
CCNH	19	0.292397660819
CCNI	2	0.0
CCNK	21	0.0809523809524
CCNL1	1	0.0
CCNL2	4	0.0
CCNO	6	0.0666666666667
CCNT1	41	0.120731707317
CCNT2	7	0.380952380952
CCNY	1	0.0
CCNYL1	1	0.0
CCP110	6	0.6
CCPG1	1	0.0
CCR1	4	0.0
CCR10	5	0.0
CCR3	7	0.047619047619
CCR4	7	0.0
CCR5	13	0.102564102564
CCR6	1	0.0
CCR7	1	0.0
CCS	6	0.333333333333
CCT2	38	0.156472261735
CCT3	38	0.155049786629
CCT4	30	0.193103448276
CCT5	47	0.146160962072
CCT6A	27	0.259259259259
CCT6B	4	0.5
CCT6P1	1	0.0
CCT7	37	0.142642642643
CCT8	29	0.256157635468
CCZ1	1	0.0
CCZ1B	1	0.0
CD101	3	0.0
CD14	3	0.0
CD151	6	0.533333333333
CD163	1	0.0
CD164	1	0.0
CD177	2	0.0
CD180	2	0.0
CD19	11	0.181818181818
CD1A	1	0.0
CD1D	5	0.1
CD2	13	0.0897435897436
CD200	1	0.0
CD200R1	1	0.0
CD209	3	0.0
CD22	11	0.272727272727
CD226	4	0.0
CD24	3	0.0
CD244	1	0.0
CD247	18	0.124183006536
CD27	7	0.190476190476
CD276	2	1.0
CD28	7	0.047619047619
CD2AP	32	0.124137931034
CD2BP2	24	0.11231884058
CD320	1	0.0
CD33	4	0.833333333333
CD34	3	0.0
CD36	12	0.0454545454545
CD38	1	0.0
CD3D	8	0.464285714286
CD3E	10	0.0
CD3EAP	11	0.254545454545
CD3G	3	0.333333333333
CD4	74	0.0442097026604
CD40	26	0.0707692307692
CD40LG	4	0.0
CD44	22	0.138528138528
CD46	11	0.272727272727
CD47	3	0.666666666667
CD48	4	0.166666666667
CD5	7	0.190476190476
CD53	3	0.333333333333
CD55	2	0.0
CD58	3	0.0
CD59	7	0.0
CD6	3	0.0
CD63	14	0.241758241758
CD7	4	0.0
CD70	1	0.0
CD72	5	0.6
CD74	4	1.0
CD79A	10	0.222222222222
CD79B	7	0.428571428571
CD80	4	0.0
CD81	22	0.157894736842
CD82	18	0.183006535948
CD84	6	0.0
CD86	4	0.166666666667
CD8A	13	0.109090909091
CD8B	1	0.0
CD9	17	0.257352941176
CD93	1	0.0
CD97	1	0.0
CD99	2	1.0
CDA	1	0.0
CDAN1	4	0.833333333333
CDC123	3	0.0
CDC14A	7	0.0952380952381
CDC14B	2	0.0
CDC16	32	0.310483870968
CDC20	68	0.138461538462
CDC23	27	0.242165242165
CDC25A	24	0.152173913043
CDC25B	23	0.154150197628
CDC25C	20	0.173684210526
CDC26	16	0.141666666667
CDC27	53	0.230769230769
CDC34	21	0.195238095238
CDC37	67	0.0543269230769
CDC37L1	1	0.0
CDC39	3	0.0
CDC40	4	0.0
CDC42	120	0.025641025641
CDC42BPA	4	0.666666666667
CDC42BPB	8	0.214285714286
CDC42BPG	5	0.5
CDC42EP1	7	0.238095238095
CDC42EP2	5	0.0
CDC42EP3	9	0.285714285714
CDC42EP4	4	0.333333333333
CDC42EP5	4	0.0
CDC42SE1	4	0.666666666667
CDC42SE2	3	1.0
CDC45	13	0.474358974359
CDC48	2	0.0
CDC5	1	0.0
CDC5L	96	0.072149122807
CDC6	28	0.177248677249
CDC7	21	0.180952380952
CDC73	40	0.120512820513
CDCA2	5	0.6
CDCA3	6	0.4
CDCA4	8	0.285714285714
CDCA5	8	0.733333333333
CDCA7	1	0.0
CDCA7L	4	0.333333333333
CDCA8	16	0.283333333333
CDCP1	1	0.0
CDH1	63	0.0972677595628
CDH10	3	0.333333333333
CDH11	2	1.0
CDH13	1	0.0
CDH15	4	0.333333333333
CDH17	1	0.0
CDH18	5	0.666666666667
CDH2	16	0.191666666667
CDH23	1	0.0
CDH24	1	0.0
CDH3	8	0.933333333333
CDH4	2	0.0
CDH5	14	0.10989010989
CDH6	4	1.0
CDH7	1	0.0
CDH8	1	0.0
CDH9	1	0.0
CDHR1	2	0.0
CDHR2	4	0.333333333333
CDIPT	5	0.4
CDK1	88	0.0634796238245
CDK10	4	0.5
